F. Emision,ID Item,Barcode,C. Custom,Modelo,Descripción,Talla,Color,Cant. Equi.,F. Fin,U.Medida,Cant. Fis.,F. Ing.,Cant. Ing.,F. Sal.,Cant. Sal.,Stock Actual,Stock Equi.,P. Unitario,P. Total,F. Import,Marca
01/10/2023,457,602070010050050,,J0028,FRAGANCIA 20 ML MENTA,20 ML,MENTA,,15/08/2024,UNI,2,30/05/2024,2,15/08/2024,3,1,,49.9,49.9,16/10/2023,JARDIN DEL ZEN
16/10/2023,487,602070010070050,,J0028,FRAGANCIA 30 ML MENTA,30 ML,MENTA,,23/09/2024,UNI,4,23/09/2024,1,12/09/2024,3,2,,65,130,16/10/2023,JARDIN DEL ZEN
01/10/2023,428,602070010040053,,J0028,FRAGANCIA 10 ML MUÑA,10 ML,MUÑA,,11/09/2024,UNI,1,11/09/2024,1,04/05/2024,1,1,,39.9,39.9,16/10/2023,JARDIN DEL ZEN
20/11/2023,458,602070010050053,,J0028,FRAGANCIA 20 ML MUÑA,20 ML,MUÑA,,22/04/2024,UNI,0,20/11/2023,1,22/04/2024,1,0,,49.9,0,,JARDIN DEL ZEN
01/10/2023,488,602070010070053,,J0028,FRAGANCIA 30 ML MUÑA,30 ML,MUÑA,,,UNI,2,,0,,0,2,,65,130,16/10/2023,JARDIN DEL ZEN
01/10/2023,429,602070010040056,,J0028,FRAGANCIA 10 ML ORQUIDEA BLANCA,10 ML,ORQUIDEA BLANCA,,11/11/2024,UNI,3,11/11/2024,31,09/11/2024,28,6,,39.9,239.4,16/10/2023,JARDIN DEL ZEN
18/10/2023,459,602070010050056,,J0028,FRAGANCIA 20 ML ORQUIDEA BLANCA,20 ML,ORQUIDEA BLANCA,,17/11/2024,UNI,0,11/11/2024,44,17/11/2024,40,4,,49.9,199.6,,JARDIN DEL ZEN
06/10/2023,489,602070010070056,,J0028,FRAGANCIA 30 ML ORQUIDEA BLANCA,30 ML,ORQUIDEA BLANCA,,18/11/2024,UNI,3,18/11/2024,85,10/11/2024,79,9,,65,585,16/10/2023,JARDIN DEL ZEN
01/10/2023,430,602070010040059,,J0028,FRAGANCIA 10 ML REFRESCANTE,10 ML,REFRESCANTE,,,UNI,2,,0,,0,2,,39.9,79.8,16/10/2023,JARDIN DEL ZEN
01/10/2023,460,602070010050059,,J0028,FRAGANCIA 20 ML REFRESCANTE,20 ML,REFRESCANTE,,17/11/2024,UNI,1,18/12/2023,1,17/11/2024,1,1,,49.9,49.9,16/10/2023,JARDIN DEL ZEN
